'Elapsed time','ECG2'
4.555,0.085
4.562,0.095
4.570,0.135
4.578,0.175
4.586,0.195
4.594,0.215
4.602,0.255
4.609,0.295
4.617,0.335
4.625,0.395
4.633,0.465
4.641,0.555
4.648,0.625
4.656,0.705
4.664,0.795
4.672,0.885
4.680,0.935
4.688,0.965
4.695,0.965
4.703,0.945
4.711,0.855
4.719,0.745
4.727,0.575
4.734,0.405
4.742,0.225
4.750,0.085
4.758,-0.025
4.766,-0.105
4.773,-0.165
4.781,-0.195
4.789,-0.215
4.797,-0.225
4.805,-0.225
4.812,-0.235
4.820,-0.245
4.828,-0.225
4.836,-0.225
4.844,-0.235
4.852,-0.215
4.859,-0.215
4.867,-0.225
4.875,-0.215
4.883,-0.225
4.891,-0.205
4.898,-0.215
4.906,-0.225
4.914,-0.235
4.922,-0.235
4.930,-0.245
4.938,-0.255
4.945,-0.265
4.953,-0.255
4.961,-0.275
4.969,-0.285
4.977,-0.285
4.984,-0.285
4.992,-0.285
5.000,-0.305
5.008,-0.295
5.016,-0.285
5.023,-0.285
5.031,-0.315
5.039,-0.315
5.047,-0.305
5.055,-0.285
5.062,-0.305
5.070,-0.305
5.078,-0.285
5.086,-0.295
5.094,-0.295
5.102,-0.295
5.109,-0.295
5.117,-0.275
5.125,-0.295
5.133,-0.255
5.141,-0.195
5.148,-0.205
5.156,-0.175
5.164,-0.125
5.172,-0.125
5.180,-0.205
5.188,-0.245
5.195,-0.315
5.203,-0.305
5.211,-0.325
5.219,-0.325
5.227,-0.325
5.234,-0.305
5.242,-0.305
5.250,-0.325
5.258,-0.305
5.266,-0.435
5.273,-0.165
5.281,0.145
5.289,-0.075
5.297,-0.185
5.305,0.405
5.312,-0.405
5.320,-1.395
5.328,-1.055
5.336,-0.645
5.344,-0.355
5.352,-0.045
5.359,0.025
5.367,0.025
5.375,0.045
5.383,0.055
5.391,0.115
5.398,0.125
5.406,0.145
5.414,0.185
5.422,0.225
5.430,0.265
5.438,0.295
5.445,0.345
5.453,0.415
5.461,0.475
5.469,0.545
5.477,0.635
5.484,0.735
5.492,0.815
5.500,0.895
5.508,0.955
5.516,0.965
5.523,0.945
5.531,0.895
5.539,0.805
5.547,0.665
5.555,0.495
5.562,0.295
5.570,0.145
5.578,0.025
5.586,-0.065
5.594,-0.135
5.602,-0.185
5.609,-0.205
5.617,-0.225
5.625,-0.235
5.633,-0.245
5.641,-0.215
5.648,-0.225
5.656,-0.235
5.664,-0.225
5.672,-0.215
5.680,-0.215
5.688,-0.215
5.695,-0.205
5.703,-0.195
5.711,-0.215
5.719,-0.225
5.727,-0.225
5.734,-0.215
5.742,-0.235
5.750,-0.215
5.758,-0.255
5.766,-0.245
5.773,-0.265
5.781,-0.285
5.789,-0.295
5.797,-0.275
5.805,-0.295
5.812,-0.285
5.820,-0.295
5.828,-0.275
5.836,-0.305
5.844,-0.295
5.852,-0.295
5.859,-0.295
5.867,-0.295
5.875,-0.305
5.883,-0.305
5.891,-0.285
5.898,-0.285
5.906,-0.295
5.914,-0.315
5.922,-0.285
5.930,-0.285
5.938,-0.285
5.945,-0.285
5.953,-0.265
5.961,-0.235
5.969,-0.215
5.977,-0.225
5.984,-0.175
5.992,-0.115
6.000,-0.135
6.008,-0.185
6.016,-0.215
6.023,-0.275
6.031,-0.305
6.039,-0.315
6.047,-0.295
6.055,-0.295
6.062,-0.295
6.070,-0.285
6.078,-0.265
6.086,-0.265
6.094,-0.365
6.102,-0.045
6.109,0.295
6.117,0.155
6.125,-0.105
6.133,0.365
6.141,-0.265
6.148,-1.265
6.156,-1.035
6.164,-0.755
6.172,-0.525
6.180,-0.275
6.188,-0.015
6.195,0.025
6.203,0.025
6.211,0.065
6.219,0.095
6.227,0.095
6.234,0.145
6.242,0.175
6.250,0.205
6.258,0.225
6.266,0.295
6.273,0.325
6.281,0.355
6.289,0.445
6.297,0.515
6.305,0.605
6.312,0.675
6.320,0.765
6.328,0.825
6.336,0.885
6.344,0.915
6.352,0.905
6.359,0.855
6.367,0.795
6.375,0.645
6.383,0.495
6.391,0.345
6.398,0.175
6.406,0.055
6.414,-0.065
6.422,-0.105
6.430,-0.145
6.438,-0.195
6.445,-0.205
6.453,-0.205
6.461,-0.195
6.469,-0.225
6.477,-0.215
6.484,-0.185
6.492,-0.185
6.500,-0.195
6.508,-0.175
6.516,-0.155
6.523,-0.175
6.531,-0.185
6.539,-0.185
6.547,-0.175
6.555,-0.175
6.562,-0.185
6.570,-0.195
6.578,-0.195
6.586,-0.205
6.594,-0.215
6.602,-0.215
6.609,-0.235
6.617,-0.225
6.625,-0.245
6.633,-0.255
6.641,-0.245
6.648,-0.245
6.656,-0.255
6.664,-0.275
6.672,-0.265
6.680,-0.255
6.688,-0.275
6.695,-0.265
6.703,-0.255
6.711,-0.255
6.719,-0.275
6.727,-0.265
6.734,-0.265
6.742,-0.255
6.750,-0.225
6.758,-0.175
6.766,-0.175
6.773,-0.135
6.781,-0.125
6.789,-0.145
6.797,-0.195
6.805,-0.245
6.812,-0.295
6.820,-0.315
6.828,-0.295
6.836,-0.305
6.844,-0.305
6.852,-0.275
6.859,-0.265
6.867,-0.275
6.875,-0.275
6.883,-0.375
6.891,-0.055
6.898,0.325
6.906,-0.035
6.914,-0.075
6.922,0.485
6.930,-0.285
6.938,-1.335
6.945,-0.965
6.953,-0.635
6.961,-0.405
6.969,-0.145
6.977,0.075
6.984,0.055
6.992,0.085
7.000,0.105
7.008,0.135
7.016,0.185
7.023,0.205
7.031,0.215
7.039,0.265
7.047,0.305
7.055,0.345
7.062,0.405
7.070,0.445
7.078,0.535
7.086,0.625
7.094,0.705
7.102,0.795
7.109,0.895
7.117,0.945
7.125,0.995
7.133,1.005
7.141,0.995
7.148,0.905
7.156,0.805
7.164,0.675
7.172,0.505
7.180,0.345
7.188,0.165
7.195,0.035
7.203,-0.035
7.211,-0.125
7.219,-0.165
7.227,-0.195
7.234,-0.215
7.242,-0.225
7.250,-0.225
7.258,-0.245
7.266,-0.225
7.273,-0.225
7.281,-0.215
7.289,-0.215
7.297,-0.205
7.305,-0.205
7.312,-0.205
7.320,-0.195
7.328,-0.185
7.336,-0.185
7.344,-0.205
7.352,-0.195
7.359,-0.195
7.367,-0.205
7.375,-0.215
7.383,-0.225
7.391,-0.205
7.398,-0.255
7.406,-0.255
7.414,-0.255
7.422,-0.255
7.430,-0.265
7.438,-0.265
7.445,-0.295
7.453,-0.255
7.461,-0.275
7.469,-0.285
7.477,-0.275
7.484,-0.275
7.492,-0.255
7.500,-0.275
7.508,-0.285
7.516,-0.245
7.523,-0.255
7.531,-0.205
7.539,-0.155
7.547,-0.165
7.555,-0.125
7.562,-0.145
7.570,-0.145
7.578,-0.175
7.586,-0.245
7.594,-0.295
7.602,-0.305
7.609,-0.295
7.617,-0.305
7.625,-0.295
7.633,-0.305
7.641,-0.275
7.648,-0.295
7.656,-0.265
7.664,-0.375
7.672,-0.165
7.680,0.175
7.688,-0.005
7.695,-0.205
7.703,0.345
7.711,0.185
7.719,-1.165
7.727,-1.105
7.734,-0.695
7.742,-0.425
7.750,-0.225
7.758,0.055
7.766,0.095
7.773,0.075
7.781,0.095
7.789,0.135
7.797,0.165
7.805,0.195
7.812,0.205
7.820,0.255
7.828,0.295
7.836,0.335
7.844,0.395
7.852,0.445
7.859,0.525
7.867,0.605
7.875,0.675
7.883,0.765
7.891,0.865
7.898,0.945
7.906,0.995
7.914,1.025
7.922,1.025
7.930,0.965
7.938,0.875
7.945,0.745
7.953,0.605
7.961,0.395
7.969,0.195
7.977,0.035
7.984,-0.065
7.992,-0.125
8.000,-0.185
8.008,-0.215
8.016,-0.195
8.023,-0.225
8.031,-0.255
8.039,-0.245
8.047,-0.255
8.055,-0.235
8.062,-0.245
8.070,-0.245
8.078,-0.215
8.086,-0.235
8.094,-0.235
8.102,-0.215
8.109,-0.225
8.117,-0.205
8.125,-0.215
8.133,-0.225
8.141,-0.215
8.148,-0.225
8.156,-0.235
8.164,-0.265
8.172,-0.245
8.180,-0.275
8.188,-0.275
8.195,-0.285
8.203,-0.255
8.211,-0.285
8.219,-0.305
8.227,-0.305
8.234,-0.295
8.242,-0.305
8.250,-0.315
8.258,-0.315
8.266,-0.305
8.273,-0.305
8.281,-0.315
8.289,-0.305
8.297,-0.305
8.305,-0.295
8.312,-0.305
8.320,-0.305
8.328,-0.265
8.336,-0.245
8.344,-0.225
8.352,-0.225
8.359,-0.165
8.367,-0.135
8.375,-0.165
8.383,-0.235
8.391,-0.245
8.398,-0.325
8.406,-0.345
8.414,-0.335
8.422,-0.335
8.430,-0.335
8.438,-0.325
8.445,-0.325
8.453,-0.305
8.461,-0.325
8.469,-0.425
8.477,-0.055
8.484,0.195
8.492,-0.175
8.500,-0.155
8.508,0.435
8.516,-0.065
8.523,-1.335
8.531,-1.095
8.539,-0.695
8.547,-0.415
8.555,-0.095
8.562,0.035
8.570,0.025
8.578,0.065
8.586,0.065
8.594,0.125
8.602,0.135
8.609,0.155
8.617,0.185
8.625,0.225
8.633,0.265
8.641,0.315
8.648,0.365
8.656,0.425
8.664,0.475
8.672,0.565
8.680,0.655
8.688,0.725
8.695,0.835
8.703,0.895
8.711,0.955
8.719,0.985
8.727,0.965
8.734,0.935
8.742,0.845
8.750,0.715
8.758,0.535
8.766,0.355
8.773,0.185
8.781,0.015
8.789,-0.105
8.797,-0.185
8.805,-0.215
8.812,-0.255
8.820,-0.265
8.828,-0.265
8.836,-0.285
8.844,-0.285
8.852,-0.295
8.859,-0.275
8.867,-0.265
8.875,-0.275
8.883,-0.275
8.891,-0.265
8.898,-0.255
8.906,-0.255
8.914,-0.265
8.922,-0.265
8.930,-0.245
8.938,-0.255
8.945,-0.275
8.953,-0.265
8.961,-0.275
8.969,-0.275
8.977,-0.295
8.984,-0.285
8.992,-0.285
9.000,-0.315
9.008,-0.335
9.016,-0.295
9.023,-0.325
9.031,-0.335
9.039,-0.335
9.047,-0.325
9.055,-0.335
9.062,-0.325
9.070,-0.335
9.078,-0.325
9.086,-0.315
9.094,-0.325
9.102,-0.335
9.109,-0.315
9.117,-0.325
9.125,-0.325
9.133,-0.305
9.141,-0.295
9.148,-0.315
9.156,-0.295
9.164,-0.285
9.172,-0.255
9.180,-0.235
9.188,-0.175
9.195,-0.155
9.203,-0.145
9.211,-0.235
9.219,-0.285
9.227,-0.325
9.234,-0.315
9.242,-0.315
9.250,-0.335
9.258,-0.335
9.266,-0.315
9.273,-0.305
9.281,-0.305
9.289,-0.295
9.297,-0.355
9.305,0.005
9.312,0.345
9.320,0.095
9.328,-0.005
9.336,0.405
9.344,-0.485
9.352,-1.325
9.359,-0.985
9.367,-0.725
9.375,-0.525
9.383,-0.275
9.391,0.005
9.398,0.045
9.406,0.025
9.414,0.065
9.422,0.095
9.430,0.135
9.438,0.175
9.445,0.205
9.453,0.255
9.461,0.265
9.469,0.315
9.477,0.385
9.484,0.445
9.492,0.495
9.500,0.575
9.508,0.655
9.516,0.755
9.523,0.835
9.531,0.885
9.539,0.915
9.547,0.925
9.555,0.905
9.562,0.825
9.570,0.715
9.578,0.585
9.586,0.405
9.594,0.205
9.602,0.075
9.609,-0.025
9.617,-0.095
9.625,-0.175
9.633,-0.205
9.641,-0.205
9.648,-0.225
9.656,-0.245
9.664,-0.235
9.672,-0.225
9.680,-0.215
9.688,-0.225
9.695,-0.205
9.703,-0.205
9.711,-0.195
9.719,-0.185
9.727,-0.205
9.734,-0.195
9.742,-0.175
9.750,-0.195
9.758,-0.185
9.766,-0.185
9.773,-0.205
9.781,-0.195
9.789,-0.215
9.797,-0.215
9.805,-0.225
9.812,-0.225
9.820,-0.255
9.828,-0.245
9.836,-0.255
9.844,-0.245
9.852,-0.285
9.859,-0.275
9.867,-0.255
9.875,-0.285
9.883,-0.275
9.891,-0.265
9.898,-0.265
9.906,-0.275
9.914,-0.265
9.922,-0.265
9.930,-0.265
9.938,-0.275
9.945,-0.265
9.953,-0.255
9.961,-0.245
9.969,-0.265
9.977,-0.265
9.984,-0.265
9.992,-0.255
